Entity,Code,Date,Total confirmed deaths due to COVID-19 per million people (deaths per million)
Puerto Rico,PRI,"Apr 13, 2020",15.38
Puerto Rico,PRI,"Apr 14, 2020",15.73
Puerto Rico,PRI,"Apr 15, 2020",15.73
Puerto Rico,PRI,"Apr 16, 2020",17.827
Puerto Rico,PRI,"Apr 17, 2020",19.575
Puerto Rico,PRI,"Apr 18, 2020",20.274
Puerto Rico,PRI,"Apr 19, 2020",20.973
Puerto Rico,PRI,"Apr 20, 2020",21.672
Puerto Rico,PRI,"Apr 21, 2020",22.022
Puerto Rico,PRI,"Apr 22, 2020",22.022
Puerto Rico,PRI,"Apr 23, 2020",22.371
Puerto Rico,PRI,"Apr 24, 2020",24.119
Puerto Rico,PRI,"Apr 25, 2020",26.915
Puerto Rico,PRI,"Apr 26, 2020",29.012
Puerto Rico,PRI,"Apr 27, 2020",29.362
Puerto Rico,PRI,"Apr 28, 2020",29.362
Puerto Rico,PRI,"Apr 29, 2020",30.061
Puerto Rico,PRI,"Apr 30, 2020",30.061
Puerto Rico,PRI,"May 1, 2020",32.158
Qatar,QAT,"Mar 29, 2020",0.347
Qatar,QAT,"Mar 30, 2020",0.347
Qatar,QAT,"Mar 31, 2020",0.347
Qatar,QAT,"Apr 1, 2020",0.694
Qatar,QAT,"Apr 2, 2020",0.694
Qatar,QAT,"Apr 3, 2020",1.041
Qatar,QAT,"Apr 4, 2020",1.041
Qatar,QAT,"Apr 5, 2020",1.041
Qatar,QAT,"Apr 6, 2020",1.388
Qatar,QAT,"Apr 7, 2020",1.388
Qatar,QAT,"Apr 8, 2020",2.083
Qatar,QAT,"Apr 9, 2020",2.083
Qatar,QAT,"Apr 10, 2020",2.083
Qatar,QAT,"Apr 11, 2020",2.083
Qatar,QAT,"Apr 12, 2020",2.083
Qatar,QAT,"Apr 13, 2020",2.43
Qatar,QAT,"Apr 14, 2020",2.43
Qatar,QAT,"Apr 15, 2020",2.43
Qatar,QAT,"Apr 16, 2020",2.43
Qatar,QAT,"Apr 17, 2020",2.43
Qatar,QAT,"Apr 18, 2020",2.43
Qatar,QAT,"Apr 19, 2020",2.777
Qatar,QAT,"Apr 20, 2020",2.777
Qatar,QAT,"Apr 21, 2020",3.124
Qatar,QAT,"Apr 22, 2020",3.124
Qatar,QAT,"Apr 23, 2020",3.471
Qatar,QAT,"Apr 24, 2020",3.471
Qatar,QAT,"Apr 25, 2020",3.471
Qatar,QAT,"Apr 26, 2020",3.471
Qatar,QAT,"Apr 27, 2020",3.471
Qatar,QAT,"Apr 28, 2020",3.471
Qatar,QAT,"Apr 29, 2020",3.471
Qatar,QAT,"Apr 30, 2020",3.471
Qatar,QAT,"May 1, 2020",3.471
Romania,ROU,"Mar 23, 2020",0.104
Romania,ROU,"Mar 24, 2020",0.364
Romania,ROU,"Mar 25, 2020",0.572
Romania,ROU,"Mar 26, 2020",0.676
Romania,ROU,"Mar 27, 2020",0.884
Romania,ROU,"Mar 28, 2020",1.248
Romania,ROU,"Mar 29, 2020",1.507
Romania,ROU,"Mar 30, 2020",2.079
Romania,ROU,"Mar 31, 2020",2.287
Romania,ROU,"Apr 1, 2020",3.587
Romania,ROU,"Apr 2, 2020",4.418
Romania,ROU,"Apr 3, 2020",4.886
Romania,ROU,"Apr 4, 2020",6.914
Romania,ROU,"Apr 5, 2020",7.329
Romania,ROU,"Apr 6, 2020",7.693
Romania,ROU,"Apr 7, 2020",8.161
Romania,ROU,"Apr 8, 2020",9.461
Romania,ROU,"Apr 9, 2020",10.864
Romania,ROU,"Apr 10, 2020",11.904
Romania,ROU,"Apr 11, 2020",13.359
Romania,ROU,"Apr 12, 2020",14.659
Romania,ROU,"Apr 13, 2020",15.906
Romania,ROU,"Apr 14, 2020",16.53
Romania,ROU,"Apr 15, 2020",17.882
Romania,ROU,"Apr 16, 2020",19.337
Romania,ROU,"Apr 17, 2020",20.117
Romania,ROU,"Apr 18, 2020",20.793
Romania,ROU,"Apr 19, 2020",21.676
Romania,ROU,"Apr 20, 2020",22.56
Romania,ROU,"Apr 21, 2020",23.444
Romania,ROU,"Apr 22, 2020",25.107
Romania,ROU,"Apr 23, 2020",26.407
Romania,ROU,"Apr 24, 2020",27.394
Romania,ROU,"Apr 25, 2020",28.694
Romania,ROU,"Apr 26, 2020",29.889
Romania,ROU,"Apr 27, 2020",31.605
Romania,ROU,"Apr 28, 2020",32.8
Romania,ROU,"Apr 29, 2020",33.788
Romania,ROU,"Apr 30, 2020",35.087
Romania,ROU,"May 1, 2020",37.271
Russia,RUS,"Mar 27, 2020",0.014
Russia,RUS,"Mar 28, 2020",0.027
Russia,RUS,"Mar 29, 2020",0.034
Russia,RUS,"Mar 30, 2020",0.055
Russia,RUS,"Mar 31, 2020",0.069
Russia,RUS,"Apr 1, 2020",0.116
Russia,RUS,"Apr 2, 2020",0.164
Russia,RUS,"Apr 3, 2020",0.206
Russia,RUS,"Apr 4, 2020",0.233
Russia,RUS,"Apr 5, 2020",0.295
Russia,RUS,"Apr 6, 2020",0.308
Russia,RUS,"Apr 7, 2020",0.322
Russia,RUS,"Apr 8, 2020",0.397
Russia,RUS,"Apr 9, 2020",0.432
Russia,RUS,"Apr 10, 2020",0.521
Russia,RUS,"Apr 11, 2020",0.644
Russia,RUS,"Apr 12, 2020",0.726
Russia,RUS,"Apr 13, 2020",0.891
Russia,RUS,"Apr 14, 2020",1.014
Russia,RUS,"Apr 15, 2020",1.165
Russia,RUS,"Apr 16, 2020",1.357
Russia,RUS,"Apr 17, 2020",1.59
Russia,RUS,"Apr 18, 2020",1.871
Russia,RUS,"Apr 19, 2020",2.145
Russia,RUS,"Apr 20, 2020",2.474
Russia,RUS,"Apr 21, 2020",2.775
Russia,RUS,"Apr 22, 2020",3.125
Russia,RUS,"Apr 23, 2020",3.515
Russia,RUS,"Apr 24, 2020",3.803
Russia,RUS,"Apr 25, 2020",4.214
Russia,RUS,"Apr 26, 2020",4.666
Russia,RUS,"Apr 27, 2020",5.119
Russia,RUS,"Apr 28, 2020",5.448
Russia,RUS,"Apr 29, 2020",5.941
Russia,RUS,"Apr 30, 2020",6.661
Russia,RUS,"May 1, 2020",7.353
San Marino,SMR,"Mar 2, 2020",29.465
San Marino,SMR,"Mar 4, 2020",29.465
San Marino,SMR,"Mar 5, 2020",29.465
San Marino,SMR,"Mar 6, 2020",29.465
San Marino,SMR,"Mar 7, 2020",29.465
San Marino,SMR,"Mar 8, 2020",29.465
San Marino,SMR,"Mar 9, 2020",29.465
San Marino,SMR,"Mar 10, 2020",58.931
San Marino,SMR,"Mar 11, 2020",58.931
San Marino,SMR,"Mar 12, 2020",88.396
San Marino,SMR,"Mar 13, 2020",147.327
San Marino,SMR,"Mar 14, 2020",147.327
San Marino,SMR,"Mar 15, 2020",147.327
San Marino,SMR,"Mar 16, 2020",206.258
San Marino,SMR,"Mar 17, 2020",265.189
San Marino,SMR,"Mar 18, 2020",324.12
San Marino,SMR,"Mar 19, 2020",412.517
San Marino,SMR,"Mar 20, 2020",412.517
San Marino,SMR,"Mar 21, 2020",412.517
San Marino,SMR,"Mar 22, 2020",589.31
San Marino,SMR,"Mar 23, 2020",589.31
San Marino,SMR,"Mar 24, 2020",589.31
San Marino,SMR,"Mar 25, 2020",618.775
San Marino,SMR,"Mar 26, 2020",618.775
San Marino,SMR,"Mar 27, 2020",618.775
San Marino,SMR,"Mar 28, 2020",618.775
San Marino,SMR,"Mar 29, 2020",648.241
San Marino,SMR,"Mar 30, 2020",707.172
San Marino,SMR,"Mar 31, 2020",736.637
San Marino,SMR,"Apr 1, 2020",766.103
San Marino,SMR,"Apr 2, 2020",766.103
San Marino,SMR,"Apr 3, 2020",883.965
San Marino,SMR,"Apr 4, 2020",942.896
San Marino,SMR,"Apr 5, 2020",942.896
San Marino,SMR,"Apr 6, 2020",942.896
San Marino,SMR,"Apr 7, 2020",942.896
San Marino,SMR,"Apr 8, 2020",1001.827
San Marino,SMR,"Apr 9, 2020",1001.827
San Marino,SMR,"Apr 10, 2020",1001.827
San Marino,SMR,"Apr 11, 2020",1001.827
San Marino,SMR,"Apr 12, 2020",1031.292
San Marino,SMR,"Apr 13, 2020",1031.292
San Marino,SMR,"Apr 14, 2020",1060.758
San Marino,SMR,"Apr 15, 2020",1060.758
San Marino,SMR,"Apr 16, 2020",1060.758
San Marino,SMR,"Apr 17, 2020",1119.689
San Marino,SMR,"Apr 18, 2020",1149.154
San Marino,SMR,"Apr 19, 2020",1149.154
San Marino,SMR,"Apr 20, 2020",1149.154
San Marino,SMR,"Apr 21, 2020",1149.154
San Marino,SMR,"Apr 22, 2020",1178.62
San Marino,SMR,"Apr 23, 2020",1178.62
San Marino,SMR,"Apr 24, 2020",1178.62
San Marino,SMR,"Apr 25, 2020",1178.62
San Marino,SMR,"Apr 26, 2020",1178.62
San Marino,SMR,"Apr 27, 2020",1208.085
San Marino,SMR,"Apr 28, 2020",1208.085
San Marino,SMR,"Apr 29, 2020",1208.085
San Marino,SMR,"Apr 30, 2020",1208.085
San Marino,SMR,"May 1, 2020",1208.085
Sao Tome and Principe,STP,"May 1, 2020",4.563
Saudi Arabia,SAU,"Mar 25, 2020",0.029
Saudi Arabia,SAU,"Mar 26, 2020",0.057
Saudi Arabia,SAU,"Mar 27, 2020",0.086
Saudi Arabia,SAU,"Mar 28, 2020",0.086
Saudi Arabia,SAU,"Mar 29, 2020",0.115
Saudi Arabia,SAU,"Mar 30, 2020",0.23
Saudi Arabia,SAU,"Mar 31, 2020",0.23
Saudi Arabia,SAU,"Apr 1, 2020",0.287
Saudi Arabia,SAU,"Apr 2, 2020",0.46
Saudi Arabia,SAU,"Apr 3, 2020",0.603
Saudi Arabia,SAU,"Apr 4, 2020",0.603
Saudi Arabia,SAU,"Apr 5, 2020",0.833
Saudi Arabia,SAU,"Apr 6, 2020",0.977
Saudi Arabia,SAU,"Apr 7, 2020",1.092
Saudi Arabia,SAU,"Apr 8, 2020",1.178
Saudi Arabia,SAU,"Apr 9, 2020",1.178
Saudi Arabia,SAU,"Apr 10, 2020",1.264
Saudi Arabia,SAU,"Apr 11, 2020",1.35
Saudi Arabia,SAU,"Apr 12, 2020",1.494
Saudi Arabia,SAU,"Apr 13, 2020",1.695
Saudi Arabia,SAU,"Apr 14, 2020",1.867
Saudi Arabia,SAU,"Apr 15, 2020",2.097
Saudi Arabia,SAU,"Apr 16, 2020",2.269
Saudi Arabia,SAU,"Apr 17, 2020",2.384
Saudi Arabia,SAU,"Apr 18, 2020",2.499
Saudi Arabia,SAU,"Apr 19, 2020",2.643
Saudi Arabia,SAU,"Apr 20, 2020",2.786
Saudi Arabia,SAU,"Apr 21, 2020",2.959
Saudi Arabia,SAU,"Apr 22, 2020",3.131
Saudi Arabia,SAU,"Apr 23, 2020",3.275
Saudi Arabia,SAU,"Apr 24, 2020",3.476
Saudi Arabia,SAU,"Apr 25, 2020",3.648
Saudi Arabia,SAU,"Apr 26, 2020",3.906
Saudi Arabia,SAU,"Apr 27, 2020",3.993
Saudi Arabia,SAU,"Apr 28, 2020",4.136
Saudi Arabia,SAU,"Apr 29, 2020",4.366
Saudi Arabia,SAU,"Apr 30, 2020",4.51
Saudi Arabia,SAU,"May 1, 2020",4.653
Senegal,SEN,"Apr 2, 2020",0.06
Senegal,SEN,"Apr 3, 2020",0.06
Senegal,SEN,"Apr 4, 2020",0.06
Senegal,SEN,"Apr 5, 2020",0.119
Senegal,SEN,"Apr 6, 2020",0.119
Senegal,SEN,"Apr 7, 2020",0.119
Senegal,SEN,"Apr 8, 2020",0.119
Senegal,SEN,"Apr 9, 2020",0.119
Senegal,SEN,"Apr 10, 2020",0.119
Senegal,SEN,"Apr 11, 2020",0.119
Senegal,SEN,"Apr 12, 2020",0.119
Senegal,SEN,"Apr 13, 2020",0.119
Senegal,SEN,"Apr 14, 2020",0.119
Senegal,SEN,"Apr 15, 2020",0.119
Senegal,SEN,"Apr 16, 2020",0.119
Senegal,SEN,"Apr 17, 2020",0.119
Senegal,SEN,"Apr 18, 2020",0.179
Senegal,SEN,"Apr 19, 2020",0.179
Senegal,SEN,"Apr 20, 2020",0.239
Senegal,SEN,"Apr 21, 2020",0.299
Senegal,SEN,"Apr 22, 2020",0.299
Senegal,SEN,"Apr 23, 2020",0.358
Senegal,SEN,"Apr 24, 2020",0.358
Senegal,SEN,"Apr 25, 2020",0.418
Senegal,SEN,"Apr 26, 2020",0.418
Senegal,SEN,"Apr 27, 2020",0.538
Senegal,SEN,"Apr 28, 2020",0.538
Senegal,SEN,"Apr 29, 2020",0.538
Senegal,SEN,"Apr 30, 2020",0.538
Senegal,SEN,"May 1, 2020",0.538
Serbia,SRB,"Mar 21, 2020",0.147
Serbia,SRB,"Mar 22, 2020",0.147
Serbia,SRB,"Mar 23, 2020",0.147
Serbia,SRB,"Mar 24, 2020",0.147
Serbia,SRB,"Mar 25, 2020",0.147
Serbia,SRB,"Mar 26, 2020",0.294
Serbia,SRB,"Mar 27, 2020",0.441
Serbia,SRB,"Mar 28, 2020",0.882
Serbia,SRB,"Mar 29, 2020",1.47
Serbia,SRB,"Mar 30, 2020",1.91
Serbia,SRB,"Mar 31, 2020",1.91
Serbia,SRB,"Apr 1, 2020",3.38
Serbia,SRB,"Apr 2, 2020",3.38
Serbia,SRB,"Apr 3, 2020",4.556
Serbia,SRB,"Apr 4, 2020",5.731
Serbia,SRB,"Apr 5, 2020",6.466
Serbia,SRB,"Apr 6, 2020",7.495
Serbia,SRB,"Apr 7, 2020",8.524
Serbia,SRB,"Apr 8, 2020",8.965
Serbia,SRB,"Apr 9, 2020",9.552
Serbia,SRB,"Apr 10, 2020",9.699
Serbia,SRB,"Apr 11, 2020",10.434
Serbia,SRB,"Apr 12, 2020",10.875
Serbia,SRB,"Apr 13, 2020",11.757
Serbia,SRB,"Apr 14, 2020",12.492
Serbia,SRB,"Apr 15, 2020",13.814
Serbia,SRB,"Apr 16, 2020",14.549
Serbia,SRB,"Apr 17, 2020",15.137
Serbia,SRB,"Apr 18, 2020",16.166
Serbia,SRB,"Apr 19, 2020",17.194
Serbia,SRB,"Apr 20, 2020",17.929
Serbia,SRB,"Apr 21, 2020",18.37
Serbia,SRB,"Apr 22, 2020",18.37
Serbia,SRB,"Apr 23, 2020",19.693
Serbia,SRB,"Apr 24, 2020",20.427
Serbia,SRB,"Apr 25, 2020",21.162
Serbia,SRB,"Apr 26, 2020",22.191
Serbia,SRB,"Apr 27, 2020",22.926
Serbia,SRB,"Apr 28, 2020",23.807
Serbia,SRB,"Apr 29, 2020",24.689
Serbia,SRB,"Apr 30, 2020",25.424
Serbia,SRB,"May 1, 2020",26.306
Sierra Leone,SLE,"Apr 24, 2020",0.125
Sierra Leone,SLE,"Apr 25, 2020",0.376
Sierra Leone,SLE,"Apr 26, 2020",0.376
Sierra Leone,SLE,"Apr 27, 2020",0.501
Sierra Leone,SLE,"Apr 28, 2020",0.501
Sierra Leone,SLE,"Apr 29, 2020",0.501
Sierra Leone,SLE,"Apr 30, 2020",0.501
Sierra Leone,SLE,"May 1, 2020",0.878
Singapore,SGP,"Mar 22, 2020",0.342
Singapore,SGP,"Mar 23, 2020",0.342
Singapore,SGP,"Mar 24, 2020",0.342
Singapore,SGP,"Mar 25, 2020",0.342
Singapore,SGP,"Mar 26, 2020",0.342
Singapore,SGP,"Mar 27, 2020",0.342
Singapore,SGP,"Mar 28, 2020",0.342
Singapore,SGP,"Mar 29, 2020",0.513
Singapore,SGP,"Mar 30, 2020",0.513
Singapore,SGP,"Mar 31, 2020",0.513
Singapore,SGP,"Apr 1, 2020",0.513
Singapore,SGP,"Apr 2, 2020",0.684
Singapore,SGP,"Apr 3, 2020",0.855
Singapore,SGP,"Apr 4, 2020",0.855
Singapore,SGP,"Apr 5, 2020",1.026
Singapore,SGP,"Apr 6, 2020",1.026
Singapore,SGP,"Apr 7, 2020",1.026
Singapore,SGP,"Apr 8, 2020",1.026
Singapore,SGP,"Apr 9, 2020",1.026
Singapore,SGP,"Apr 10, 2020",1.026
Singapore,SGP,"Apr 11, 2020",1.026
Singapore,SGP,"Apr 12, 2020",1.367
Singapore,SGP,"Apr 13, 2020",1.367
Singapore,SGP,"Apr 14, 2020",1.538
Singapore,SGP,"Apr 15, 2020",1.709
Singapore,SGP,"Apr 16, 2020",1.709
Singapore,SGP,"Apr 17, 2020",1.709
Singapore,SGP,"Apr 18, 2020",1.88
Singapore,SGP,"Apr 19, 2020",1.88
Singapore,SGP,"Apr 20, 2020",1.88
Singapore,SGP,"Apr 21, 2020",1.88
Singapore,SGP,"Apr 22, 2020",1.88
Singapore,SGP,"Apr 23, 2020",2.051
Singapore,SGP,"Apr 24, 2020",2.051
Singapore,SGP,"Apr 25, 2020",2.051
Singapore,SGP,"Apr 26, 2020",2.051
Singapore,SGP,"Apr 27, 2020",2.051
Singapore,SGP,"Apr 28, 2020",2.393
Singapore,SGP,"Apr 29, 2020",2.393
Singapore,SGP,"Apr 30, 2020",2.393
Singapore,SGP,"May 1, 2020",2.564
Sint Maarten (Dutch part),SXM,"Apr 2, 2020",23.32
Sint Maarten (Dutch part),SXM,"Apr 3, 2020",46.64
Sint Maarten (Dutch part),SXM,"Apr 4, 2020",46.64
Sint Maarten (Dutch part),SXM,"Apr 5, 2020",46.64
Sint Maarten (Dutch part),SXM,"Apr 6, 2020",93.279
Sint Maarten (Dutch part),SXM,"Apr 7, 2020",93.279
Sint Maarten (Dutch part),SXM,"Apr 8, 2020",186.558
Sint Maarten (Dutch part),SXM,"Apr 9, 2020",186.558
Sint Maarten (Dutch part),SXM,"Apr 10, 2020",186.558
Sint Maarten (Dutch part),SXM,"Apr 11, 2020",209.878
Sint Maarten (Dutch part),SXM,"Apr 12, 2020",209.878
Sint Maarten (Dutch part),SXM,"Apr 13, 2020",209.878
Sint Maarten (Dutch part),SXM,"Apr 14, 2020",209.878
Sint Maarten (Dutch part),SXM,"Apr 15, 2020",209.878
Sint Maarten (Dutch part),SXM,"Apr 16, 2020",209.878
Sint Maarten (Dutch part),SXM,"Apr 17, 2020",209.878
Sint Maarten (Dutch part),SXM,"Apr 18, 2020",209.878
Sint Maarten (Dutch part),SXM,"Apr 19, 2020",209.878
Sint Maarten (Dutch part),SXM,"Apr 20, 2020",233.198
Sint Maarten (Dutch part),SXM,"Apr 21, 2020",233.198
Sint Maarten (Dutch part),SXM,"Apr 22, 2020",233.198
Sint Maarten (Dutch part),SXM,"Apr 23, 2020",279.838
Sint Maarten (Dutch part),SXM,"Apr 24, 2020",279.838
Sint Maarten (Dutch part),SXM,"Apr 25, 2020",279.838
Sint Maarten (Dutch part),SXM,"Apr 26, 2020",279.838
Sint Maarten (Dutch part),SXM,"Apr 27, 2020",303.158
Sint Maarten (Dutch part),SXM,"Apr 28, 2020",303.158
Sint Maarten (Dutch part),SXM,"Apr 29, 2020",303.158
Sint Maarten (Dutch part),SXM,"Apr 30, 2020",303.158
Sint Maarten (Dutch part),SXM,"May 1, 2020",303.158
Slovakia,SVK,"Apr 7, 2020",0.366
Slovakia,SVK,"Apr 8, 2020",0.366
Slovakia,SVK,"Apr 9, 2020",0.366
Slovakia,SVK,"Apr 10, 2020",0.366
Slovakia,SVK,"Apr 11, 2020",0.366
Slovakia,SVK,"Apr 12, 2020",0.366
Slovakia,SVK,"Apr 13, 2020",0.366
Slovakia,SVK,"Apr 14, 2020",0.366
Slovakia,SVK,"Apr 15, 2020",0.366
Slovakia,SVK,"Apr 16, 2020",1.099
Slovakia,SVK,"Apr 17, 2020",1.465
Slovakia,SVK,"Apr 18, 2020",1.648
Slovakia,SVK,"Apr 19, 2020",2.015
Slovakia,SVK,"Apr 20, 2020",2.198
Slovakia,SVK,"Apr 21, 2020",2.381
Slovakia,SVK,"Apr 22, 2020",2.564
Slovakia,SVK,"Apr 23, 2020",2.564
Slovakia,SVK,"Apr 24, 2020",2.747
Slovakia,SVK,"Apr 25, 2020",3.114
Slovakia,SVK,"Apr 26, 2020",3.114
Slovakia,SVK,"Apr 27, 2020",3.297
Slovakia,SVK,"Apr 28, 2020",3.297
Slovakia,SVK,"Apr 29, 2020",3.663
Slovakia,SVK,"Apr 30, 2020",4.03
Slovakia,SVK,"May 1, 2020",4.213
Slovenia,SVN,"Mar 18, 2020",0.481
Slovenia,SVN,"Mar 19, 2020",0.481
Slovenia,SVN,"Mar 20, 2020",0.481
Slovenia,SVN,"Mar 21, 2020",0.481
Slovenia,SVN,"Mar 22, 2020",0.481
Slovenia,SVN,"Mar 23, 2020",0.481
Slovenia,SVN,"Mar 24, 2020",0.481
Slovenia,SVN,"Mar 25, 2020",1.443
Slovenia,SVN,"Mar 26, 2020",1.924
Slovenia,SVN,"Mar 27, 2020",2.405
Slovenia,SVN,"Mar 28, 2020",4.329
Slovenia,SVN,"Mar 29, 2020",4.329
Slovenia,SVN,"Mar 30, 2020",5.291
Slovenia,SVN,"Mar 31, 2020",5.291
Slovenia,SVN,"Apr 1, 2020",6.253
Slovenia,SVN,"Apr 2, 2020",7.215
Slovenia,SVN,"Apr 3, 2020",7.696
Slovenia,SVN,"Apr 4, 2020",9.62
Slovenia,SVN,"Apr 5, 2020",10.582
Slovenia,SVN,"Apr 6, 2020",13.468
Slovenia,SVN,"Apr 7, 2020",14.43
Slovenia,SVN,"Apr 8, 2020",17.317
Slovenia,SVN,"Apr 9, 2020",19.241
Slovenia,SVN,"Apr 10, 2020",20.684
Slovenia,SVN,"Apr 11, 2020",21.646
Slovenia,SVN,"Apr 12, 2020",24.051
Slovenia,SVN,"Apr 13, 2020",25.494
Slovenia,SVN,"Apr 14, 2020",26.456
Slovenia,SVN,"Apr 15, 2020",26.937
Slovenia,SVN,"Apr 16, 2020",29.342
Slovenia,SVN,"Apr 17, 2020",29.342
Slovenia,SVN,"Apr 18, 2020",31.747
Slovenia,SVN,"Apr 19, 2020",33.671
Slovenia,SVN,"Apr 20, 2020",35.595
Slovenia,SVN,"Apr 21, 2020",35.595
Slovenia,SVN,"Apr 22, 2020",37.038
Slovenia,SVN,"Apr 23, 2020",38
Slovenia,SVN,"Apr 24, 2020",38
Slovenia,SVN,"Apr 25, 2020",38.481
Slovenia,SVN,"Apr 26, 2020",38.962
Slovenia,SVN,"Apr 27, 2020",39.443
Slovenia,SVN,"Apr 28, 2020",39.924
Slovenia,SVN,"Apr 29, 2020",41.367
Slovenia,SVN,"Apr 30, 2020",42.81
Slovenia,SVN,"May 1, 2020",43.772
Somalia,SOM,"Apr 10, 2020",0.063
Somalia,SOM,"Apr 11, 2020",0.063
Somalia,SOM,"Apr 12, 2020",0.063
Somalia,SOM,"Apr 13, 2020",0.126
Somalia,SOM,"Apr 14, 2020",0.126
Somalia,SOM,"Apr 15, 2020",0.126
Somalia,SOM,"Apr 16, 2020",0.315
Somalia,SOM,"Apr 17, 2020",0.315
Somalia,SOM,"Apr 18, 2020",0.315
Somalia,SOM,"Apr 19, 2020",0.44
Somalia,SOM,"Apr 20, 2020",0.44
Somalia,SOM,"Apr 21, 2020",0.503
Somalia,SOM,"Apr 22, 2020",0.503
Somalia,SOM,"Apr 23, 2020",0.881
Somalia,SOM,"Apr 24, 2020",0.881
Somalia,SOM,"Apr 25, 2020",1.007
Somalia,SOM,"Apr 26, 2020",1.133
Somalia,SOM,"Apr 27, 2020",1.447
Somalia,SOM,"Apr 28, 2020",1.636
Somalia,SOM,"Apr 29, 2020",1.762
Somalia,SOM,"Apr 30, 2020",1.762
Somalia,SOM,"May 1, 2020",1.762
South Africa,ZAF,"Mar 27, 2020",0.034
South Africa,ZAF,"Mar 28, 2020",0.034
South Africa,ZAF,"Mar 29, 2020",0.034
South Africa,ZAF,"Mar 30, 2020",0.034
South Africa,ZAF,"Mar 31, 2020",0.051
South Africa,ZAF,"Apr 1, 2020",0.084
South Africa,ZAF,"Apr 2, 2020",0.084
South Africa,ZAF,"Apr 3, 2020",0.084
South Africa,ZAF,"Apr 4, 2020",0.118
South Africa,ZAF,"Apr 5, 2020",0.152
South Africa,ZAF,"Apr 6, 2020",0.185
South Africa,ZAF,"Apr 7, 2020",0.202
South Africa,ZAF,"Apr 8, 2020",0.219
South Africa,ZAF,"Apr 9, 2020",0.303
South Africa,ZAF,"Apr 10, 2020",0.303
South Africa,ZAF,"Apr 11, 2020",0.405
South Africa,ZAF,"Apr 12, 2020",0.422
South Africa,ZAF,"Apr 13, 2020",0.422
South Africa,ZAF,"Apr 14, 2020",0.455
South Africa,ZAF,"Apr 15, 2020",0.455
South Africa,ZAF,"Apr 16, 2020",0.573
South Africa,ZAF,"Apr 17, 2020",0.809
South Africa,ZAF,"Apr 18, 2020",0.843
South Africa,ZAF,"Apr 19, 2020",0.877
South Africa,ZAF,"Apr 20, 2020",0.91
South Africa,ZAF,"Apr 21, 2020",0.978
South Africa,ZAF,"Apr 22, 2020",0.978
South Africa,ZAF,"Apr 23, 2020",1.096
South Africa,ZAF,"Apr 24, 2020",1.265
South Africa,ZAF,"Apr 25, 2020",1.332
South Africa,ZAF,"Apr 26, 2020",1.45
South Africa,ZAF,"Apr 27, 2020",1.467
South Africa,ZAF,"Apr 28, 2020",1.517
South Africa,ZAF,"Apr 29, 2020",1.568
South Africa,ZAF,"Apr 30, 2020",1.737
South Africa,ZAF,"May 1, 2020",1.737
South America,,"Mar 8, 2020",0.002
South America,,"Mar 9, 2020",0.002
South America,,"Mar 10, 2020",0.002
South America,,"Mar 11, 2020",0.002
South America,,"Mar 12, 2020",0.002
South America,,"Mar 13, 2020",0.005
South America,,"Mar 14, 2020",0.009
South America,,"Mar 15, 2020",0.012
South America,,"Mar 16, 2020",0.012
South America,,"Mar 17, 2020",0.012
South America,,"Mar 18, 2020",0.014
South America,,"Mar 19, 2020",0.023
South America,,"Mar 20, 2020",0.035
South America,,"Mar 21, 2020",0.06
South America,,"Mar 22, 2020",0.086
South America,,"Mar 23, 2020",0.123
South America,,"Mar 24, 2020",0.158
South America,,"Mar 25, 2020",0.221
South America,,"Mar 26, 2020",0.262
South America,,"Mar 27, 2020",0.341
South America,,"Mar 28, 2020",0.411
South America,,"Mar 29, 2020",0.497
South America,,"Mar 30, 2020",0.599
South America,,"Mar 31, 2020",0.708
South America,,"Apr 1, 2020",0.878
South America,,"Apr 2, 2020",1.142
South America,,"Apr 3, 2020",1.319
South America,,"Apr 4, 2020",1.565
South America,,"Apr 5, 2020",1.873
South America,,"Apr 6, 2020",2.08
South America,,"Apr 7, 2020",2.34
South America,,"Apr 8, 2020",2.756
South America,,"Apr 9, 2020",3.194
South America,,"Apr 10, 2020",3.724
South America,,"Apr 11, 2020",4.174
South America,,"Apr 12, 2020",4.492
South America,,"Apr 13, 2020",4.852
South America,,"Apr 14, 2020",5.17
South America,,"Apr 15, 2020",5.806
South America,,"Apr 16, 2020",6.44
South America,,"Apr 17, 2020",7.032
South America,,"Apr 18, 2020",7.7
South America,,"Apr 19, 2020",8.453
South America,,"Apr 20, 2020",8.938
South America,,"Apr 21, 2020",9.439
South America,,"Apr 22, 2020",10.017
South America,,"Apr 23, 2020",10.625
South America,,"Apr 24, 2020",11.782
South America,,"Apr 25, 2020",12.838
South America,,"Apr 26, 2020",13.88
South America,,"Apr 27, 2020",14.44
South America,,"Apr 28, 2020",15.628
South America,,"Apr 29, 2020",17.464
South America,,"Apr 30, 2020",18.809
South America,,"May 1, 2020",20.195
South Korea,KOR,"Feb 21, 2020",0.02
South Korea,KOR,"Feb 22, 2020",0.039
South Korea,KOR,"Feb 23, 2020",0.098
South Korea,KOR,"Feb 24, 2020",0.137
South Korea,KOR,"Feb 25, 2020",0.156
South Korea,KOR,"Feb 26, 2020",0.215
South Korea,KOR,"Feb 27, 2020",0.234
South Korea,KOR,"Feb 28, 2020",0.254
South Korea,KOR,"Feb 29, 2020",0.312
